# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.136805266141891479e-01 4.719308316707611084e-01 5.000947508960962296e-03 9.378580749034881592e-02 4.718829095363616943e-01 5.000980570912361145e-03
5.000000000000000000e+02 5.801590305054560304e-05 4.215633089188486338e-04 1.435777079313993454e-02 5.414305269368924201e-05 4.217124660499393940e-04 1.435777265578508377e-02
1.000000000000000000e+03 1.255892566405236721e-03 4.630462790373712778e-04 1.028114650398492813e-02 1.479829195886850357e-03 4.635140066966414452e-04 1.028106641024351120e-02
1.500000000000000000e+03 1.034740998875349760e-04 4.970701411366462708e-04 1.071721781045198441e-02 8.133934170473366976e-05 4.977327189408242702e-04 1.071698963642120361e-02
2.000000000000000000e+03 1.753494143486022949e-04 3.228637506254017353e-04 7.675163447856903076e-03 3.105937212239950895e-04 3.250977315474301577e-04 7.674392312765121460e-03
2.500000000000000000e+03 1.236447278643026948e-04 2.192577230744063854e-04 7.141605950891971588e-03 1.507623092038556933e-04 2.197720750700682402e-04 7.141349837183952332e-03
3.000000000000000000e+03 1.172569900518283248e-04 1.773542899172753096e-04 6.624195259064435959e-03 1.624756405362859368e-04 1.769354130374267697e-04 6.624554283916950226e-03
3.500000000000000000e+03 1.021913267322815955e-04 1.534339680802077055e-04 6.598126608878374100e-03 1.406303927069529891e-04 1.536701602162793279e-04 6.597965955734252930e-03
4.000000000000000000e+03 1.204205024987459183e-02 4.424163198564201593e-04 6.211528554558753967e-03 6.354746408760547638e-03 4.437601892277598381e-04 6.211345549672842026e-03
4.500000000000000000e+03 2.115831011906266212e-03 5.319899064488708973e-04 6.406190805137157440e-03 1.810468616895377636e-03 5.300529883243143559e-04 6.406797561794519424e-03
5.000000000000000000e+03 7.615154027007520199e-05 1.221675775013864040e-04 6.612833589315414429e-03 1.035431123455055058e-04 1.214035073644481599e-04 6.613248493522405624e-03
5.500000000000000000e+03 3.378383989911526442e-04 1.449149131076410413e-04 6.228496320545673370e-03 1.955329789780080318e-04 1.445973757654428482e-04 6.228856742382049561e-03
6.000000000000000000e+03 6.466080958489328623e-05 1.336318964604288340e-04 6.430539302527904510e-03 8.244880882557481527e-05 1.333780382992699742e-04 6.430762819945812225e-03
6.500000000000000000e+03 1.682330184848979115e-04 1.495163596700876951e-04 6.198187824338674545e-03 1.204638974741101265e-04 1.490916329203173518e-04 6.198268383741378784e-03
7.000000000000000000e+03 9.072788088815286756e-05 1.145588757935911417e-04 6.211251951754093170e-03 7.500175706809386611e-05 1.142525070463307202e-04 6.211544852703809738e-03
7.500000000000000000e+03 1.784445339580997825e-04 1.469877752242609859e-04 6.613163277506828308e-03 9.871245129033923149e-05 1.477963669458404183e-04 6.612607277929782867e-03
8.000000000000000000e+03 2.951489004772156477e-04 1.207081368193030357e-04 6.199264433234930038e-03 1.714229874778538942e-04 1.207384630106389523e-04 6.199311930686235428e-03
8.500000000000000000e+03 1.018592520267702639e-04 1.305775367654860020e-04 6.196853239089250565e-03 6.893462705193087459e-05 1.300156145589426160e-04 6.197373848408460617e-03
9.000000000000000000e+03 4.534824256552383304e-05 9.487574425293132663e-05 6.204860750585794449e-03 4.624838402378372848e-05 9.479520667809993029e-05 6.204675883054733276e-03
9.500000000000000000e+03 3.094569910899735987e-05 1.193807911477051675e-04 6.212077103555202484e-03 4.820118192583322525e-05 1.194194337585940957e-04 6.211995147168636322e-03
1.000000000000000000e+04 5.522962892428040504e-04 1.135427664848975837e-04 6.187008693814277649e-03 2.328348491573706269e-04 1.127144278143532574e-04 6.187580060213804245e-03
1.050000000000000000e+04 3.012334345839917660e-04 7.998301589395850897e-05 6.344926077872514725e-03 1.976340427063405514e-04 8.052869816310703754e-05 6.344616413116455078e-03
1.100000000000000000e+04 2.200306480517610908e-04 2.039762475760653615e-04 6.316342856734991074e-03 1.436583988834172487e-04 2.031503536272794008e-04 6.316673476248979568e-03
