# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.629702866077423096e-02 1.422088384628295898e+00 5.629237741231918335e-03 7.201096415519714355e-02 1.422210812568664551e+00 5.629027262330055237e-03
5.000000000000000000e+02 9.040471195476129651e-05 2.024556306423619390e-04 1.493244245648384094e-02 4.194221401121467352e-05 2.035702200373634696e-04 1.493242476135492325e-02
1.000000000000000000e+03 9.223976667271926999e-05 2.312959986738860607e-04 1.458980049937963486e-02 5.136391700943931937e-05 2.307284594280645251e-04 1.458983775228261948e-02
1.500000000000000000e+03 3.396024112589657307e-04 2.809319703374058008e-04 1.376045402139425278e-02 1.985755516216158867e-04 2.813633473124355078e-04 1.376040186733007431e-02
2.000000000000000000e+03 4.160803218837827444e-04 2.498253888916224241e-04 1.031370647251605988e-02 6.534020649269223213e-04 2.502948627807199955e-04 1.031314209103584290e-02
2.500000000000000000e+03 8.023529517231509089e-05 2.398420037934556603e-04 8.236761204898357391e-03 1.735181431286036968e-04 2.394847106188535690e-04 8.236988447606563568e-03
3.000000000000000000e+03 6.548307137563824654e-04 2.068917383439838886e-04 6.772457621991634369e-03 6.863924209028482437e-04 2.067371970042586327e-04 6.772402208298444748e-03
3.500000000000000000e+03 2.438921801513060927e-04 9.517115540802478790e-05 6.459166295826435089e-03 1.694993698038160801e-04 9.400820272276178002e-05 6.460175849497318268e-03
4.000000000000000000e+03 2.751669962890446186e-04 1.043778465827926993e-04 6.514767184853553772e-03 1.741189189488068223e-04 1.041155264829285443e-04 6.514565087854862213e-03
4.500000000000000000e+03 2.034538047155365348e-04 8.041793626034632325e-05 6.270015612244606018e-03 1.741438172757625580e-04 8.076376980170607567e-05 6.270061712712049484e-03
5.000000000000000000e+03 4.132022149860858917e-04 9.199556370731443167e-05 6.245249416679143906e-03 3.088941157329827547e-04 9.252892778022214770e-05 6.245085038244724274e-03
5.500000000000000000e+03 1.053959058481268585e-04 7.272850780282169580e-05 6.240520160645246506e-03 1.105393748730421066e-04 7.284108869498595595e-05 6.240253802388906479e-03
6.000000000000000000e+03 1.278798736166208982e-04 7.884184742579236627e-05 6.227254867553710938e-03 1.267652696697041392e-04 7.921396900201216340e-05 6.226885132491588593e-03
6.500000000000000000e+03 2.909466566052287817e-04 7.165296847233548760e-05 6.294699851423501968e-03 1.319935399806126952e-04 7.026075036264955997e-05 6.295305211097002029e-03
7.000000000000000000e+03 9.705332922749221325e-05 7.324054604396224022e-05 6.214976776391267776e-03 1.186268709716387093e-04 7.332729001063853502e-05 6.215006578713655472e-03
7.500000000000000000e+03 7.424553041346371174e-05 7.177877705544233322e-05 6.302964407950639725e-03 6.021464287186972797e-05 7.178791565820574760e-05 6.303095724433660507e-03
8.000000000000000000e+03 1.173236960312351584e-04 8.536855602869763970e-05 6.225818768143653870e-03 7.865609950385987759e-05 8.374043682124465704e-05 6.226431112736463547e-03
8.500000000000000000e+03 5.822188177262432873e-05 6.948439113330096006e-05 6.211592815816402435e-03 5.630708619719371200e-05 6.945872883079573512e-05 6.211538333445787430e-03
9.000000000000000000e+03 5.414689076133072376e-05 6.964537169551476836e-05 6.233214400708675385e-03 5.169100768398493528e-05 6.862544250907376409e-05 6.234058644622564316e-03
9.500000000000000000e+03 9.704727563075721264e-05 8.252516272477805614e-05 6.195077672600746155e-03 6.886720802867785096e-05 8.138510020216926932e-05 6.195351481437683105e-03
1.000000000000000000e+04 1.927279226947575808e-04 5.899528332520276308e-05 6.197538226842880249e-03 1.117912033805623651e-04 5.913259155931882560e-05 6.197740789502859116e-03
1.050000000000000000e+04 6.930064409971237183e-04 8.060015534283593297e-05 6.212108768522739410e-03 4.205889708828181028e-04 7.994064071681350470e-05 6.213002838194370270e-03
