# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.014630734920501709e-02 1.140401214361190796e-01 1.558627351187169552e-03 5.434032902121543884e-02 1.140734255313873291e-01 1.558694755658507347e-03
5.000000000000000000e+02 3.870376531267538667e-06 7.507459940825356171e-06 1.411657314747571945e-03 4.876506409345893189e-06 7.547696441179141402e-06 1.411657431162893772e-03
1.000000000000000000e+03 3.556436467988532968e-06 1.272432746191043407e-05 1.387686585076153278e-03 4.510785856837173924e-06 1.273606903851032257e-05 1.387687283568084240e-03
1.500000000000000000e+03 4.738986717711668462e-06 1.544541555631440133e-05 1.345656346529722214e-03 5.417609827418345958e-06 1.551156310597434640e-05 1.345656230114400387e-03
2.000000000000000000e+03 9.168189535557758063e-06 2.639558078953996301e-05 1.191512448713183403e-03 1.133628484240034595e-05 2.655136995599605143e-05 1.191521529108285904e-03
2.500000000000000000e+03 1.313876236963551491e-05 1.687302756181452423e-05 8.512606145814061165e-04 3.049379483854863793e-05 1.692058322078082711e-05 8.512746426276862621e-04
3.000000000000000000e+03 9.287459761253558099e-06 1.329642964265076444e-05 7.212799391709268093e-04 1.485324082750594243e-05 1.317029546044068411e-05 7.213652133941650391e-04
3.500000000000000000e+03 2.742051765380892903e-05 3.519415622577071190e-05 7.150137098506093025e-04 2.536263309593778104e-05 3.433107849559746683e-05 7.150210440158843994e-04
4.000000000000000000e+03 3.893906523444456980e-06 7.244798780448036268e-06 7.122817332856357098e-04 5.379739377531222999e-06 7.090593953762436286e-06 7.123114191927015781e-04
4.500000000000000000e+03 7.764990186842624098e-06 2.836094790836796165e-05 7.077357731759548187e-04 6.231783117982558906e-06 2.801921618811320513e-05 7.076977635733783245e-04
5.000000000000000000e+03 1.166193978860974312e-04 4.213456413708627224e-04 7.008950342424213886e-04 7.698185072513297200e-05 4.220066475681960583e-04 7.009219261817634106e-04
5.500000000000000000e+03 1.627442907192744315e-05 7.035161615931428969e-06 7.074014865793287754e-04 1.228203382197534665e-05 6.996508091106079519e-06 7.073258166201412678e-04
6.000000000000000000e+03 2.800752554321661592e-05 5.955649248789995909e-05 7.041454082354903221e-04 2.228330595244187862e-05 5.966360549791716039e-05 7.041443604975938797e-04
