# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.985900104045867920e-01 2.201339244842529297e+00 8.217498660087585449e-03 1.387753188610076904e-01 2.201462984085083008e+00 8.217569440603256226e-03
5.000000000000000000e+02 9.692352614365518093e-05 2.820984518621116877e-04 2.158690243959426880e-02 3.707467112690210342e-05 2.826937707141041756e-04 2.158690430223941803e-02
1.000000000000000000e+03 8.510464977007359266e-05 3.368284960743039846e-04 2.105891890823841095e-02 3.258567448938265443e-05 3.366255550645291805e-04 2.105892077088356018e-02
1.500000000000000000e+03 4.669670481234788895e-03 1.361923525109887123e-03 1.424274500459432602e-02 3.873620647937059402e-03 1.367480144836008549e-03 1.424325350672006607e-02
2.000000000000000000e+03 6.828018231317400932e-04 3.668112331070005894e-04 8.809792809188365936e-03 7.878555334173142910e-04 3.674365580081939697e-04 8.809360675513744354e-03
2.500000000000000000e+03 2.259796456201002002e-04 1.592473709024488926e-04 7.689387071877717972e-03 3.925288910977542400e-04 1.601670519448816776e-04 7.689610123634338379e-03
3.000000000000000000e+03 4.330058000050485134e-04 1.350888924207538366e-04 7.402068935334682465e-03 4.397382144816219807e-04 1.359472516924142838e-04 7.402035407721996307e-03
3.500000000000000000e+03 1.511346665211021900e-03 3.420335706323385239e-04 7.321785669773817062e-03 1.345988828688859940e-03 3.337112138979136944e-04 7.321674842387437820e-03
4.000000000000000000e+03 1.666706521064043045e-04 6.096037759562022984e-05 7.334831170737743378e-03 1.909665443236008286e-04 6.178311741678044200e-05 7.333456072956323624e-03
4.500000000000000000e+03 1.081604277715086937e-04 6.652811134699732065e-05 7.339222822338342667e-03 1.529570290585979819e-04 6.418421980924904346e-05 7.339639123529195786e-03
5.000000000000000000e+03 4.920246428810060024e-04 9.990998660214245319e-05 7.264962419867515564e-03 5.292612477205693722e-04 1.031388892442919314e-04 7.264879997819662094e-03
5.500000000000000000e+03 3.306980652268975973e-04 9.332798799732699990e-05 7.235191296786069870e-03 2.969144261442124844e-04 9.402570867678150535e-05 7.235169876366853714e-03
6.000000000000000000e+03 6.725525599904358387e-05 5.772268195869401097e-05 7.239908445626497269e-03 1.140447129728272557e-04 5.868608786840923131e-05 7.239494938403367996e-03
6.500000000000000000e+03 2.658213954418897629e-03 6.994633004069328308e-04 7.191436830908060074e-03 1.843861187808215618e-03 6.985729560256004333e-04 7.191422395408153534e-03
7.000000000000000000e+03 6.110171088948845863e-04 1.374631392536684871e-04 7.256106007844209671e-03 6.356847006827592850e-04 1.274385431315749884e-04 7.255952339619398117e-03
7.500000000000000000e+03 2.223134069936349988e-04 6.421733996830880642e-05 7.246331777423620224e-03 1.293643726967275143e-04 6.704105180688202381e-05 7.247237954288721085e-03
8.000000000000000000e+03 4.043311928398907185e-04 1.329601946054026484e-04 7.236787118017673492e-03 3.041405871044844389e-04 1.353592379018664360e-04 7.235804572701454163e-03
